,dots_exten,geometry,lon,lat,Alpha-2 code,Country,Alpha-3 code,Numeric
8516,0.665066,POINT (117.28624999999272 6.637916666836816),117.28624999999272,6.637916666836816,MY,Malaysia,MYS,458.0
8517,46.5269,POINT (124.04874999999265 6.64125000017043),124.04874999999265,6.64125000017043,PH,Philippines (the),PHL,608.0
8518,14.9197,POINT (116.76374999999291 6.64208333350382),116.76374999999291,6.64208333350382,MY,Malaysia,MYS,458.0
8519,30.2076,POINT (126.07166666665933 6.6420833299407604),126.07166666665933,6.6420833299407604,PH,Philippines (the),PHL,608.0
8520,2.20738,POINT (122.27124999999262 6.642916666836982),122.27124999999262,6.642916666836982,PH,Philippines (the),PHL,608.0
8521,0.307952,POINT (121.59874999999272 6.645416666837036),121.59874999999272,6.645416666837036,PH,Philippines (the),PHL,608.0
8522,0.148449,POINT (116.90124999999284 6.651250000170592),116.90124999999284,6.651250000170592,MY,Malaysia,MYS,458.0
8523,4.12576,POINT (121.87791666665942 6.661250000170924),121.87791666665942,6.661250000170924,PH,Philippines (the),PHL,608.0
8524,0.181483,POINT (121.87458333332575 6.662083333504086),121.87458333332575,6.662083333504086,PH,Philippines (the),PHL,608.0
8525,1.46697,POINT (121.89958333332572 6.662083333504086),121.89958333332572,6.662083333504086,PH,Philippines (the),PHL,608.0
8526,1.57983,POINT (122.22791666665944 6.662500000694081),122.22791666665944,6.662500000694081,PH,Philippines (the),PHL,608.0
8527,0.707368,POINT (116.92791666665971 6.663750000170808),116.92791666665971,6.663750000170808,MY,Malaysia,MYS,458.0
8528,10.7656,POINT (126.0745833333259 6.667916666837812),126.0745833333259,6.667916666837812,PH,Philippines (the),PHL,608.0
8529,51.5432,POINT (121.92958333332581 6.668750000170974),121.92958333332581,6.668750000170974,PH,Philippines (the),PHL,608.0
8530,0.970944,POINT (116.61916666665945 6.669583329941872),116.61916666665945,6.669583329941872,MY,Malaysia,MYS,458.0
8531,270.41,POINT (122.14624999999239 6.672083333504418),122.14624999999239,6.672083333504418,PH,Philippines (the),PHL,608.0
8532,15.5026,POINT (121.93874999999241 6.672916666837807),121.93874999999241,6.672916666837807,PH,Philippines (the),PHL,608.0
8533,0.258602,POINT (117.41374999999266 6.675416666837862),117.41374999999266,6.675416666837862,MY,Malaysia,MYS,458.0
8534,26.7559,POINT (124.0354166666591 6.677083333504584),124.0354166666591,6.677083333504584,PH,Philippines (the),PHL,608.0
8535,0.380245,POINT (116.62541666665948 6.680416666838028),116.62541666665948,6.680416666838028,MY,Malaysia,MYS,458.0
8536,0.159132,POINT (116.79041666665944 6.682083333504579),116.79041666665944,6.682083333504579,MY,Malaysia,MYS,458.0
8537,17.6239,POINT (121.84291666665911 6.682083333504579),121.84291666665911,6.682083333504579,PH,Philippines (the),PHL,608.0
8538,8.83232,POINT (125.38124999999229 6.6829166668379685),125.38124999999229,6.6829166668379685,PH,Philippines (the),PHL,608.0
8539,560.313,POINT (125.3804166666589 6.68583333402961),125.3804166666589,6.68583333402961,PH,Philippines (the),PHL,608.0
8540,0.115603,POINT (116.95874999999285 6.6879166668381345),116.95874999999285,6.6879166668381345,MY,Malaysia,MYS,458.0
8541,50.4626,POINT (124.02708333332578 6.692083333504911),124.02708333332578,6.692083333504911,PH,Philippines (the),PHL,608.0
8542,0.612396,POINT (124.0229166666594 6.70125000017191),124.0229166666594,6.70125000017191,PH,Philippines (the),PHL,608.0
8543,1.82085,POINT (116.63958333332607 6.7020833335050725),116.63958333332607,6.7020833335050725,MY,Malaysia,MYS,458.0
8544,7.31035,POINT (126.08624999999245 6.7037500001717945),126.08624999999245,6.7037500001717945,PH,Philippines (the),PHL,608.0
8545,0.39164,POINT (117.42458333332615 6.706250000171906),117.42458333332615,6.706250000171906,MY,Malaysia,MYS,458.0
8546,157.613,POINT (121.9687499999925 6.706250000171906),121.9687499999925,6.706250000171906,PH,Philippines (the),PHL,608.0
8547,0.116933,POINT (116.98291666665943 6.710416666838682),116.98291666665943,6.710416666838682,MY,Malaysia,MYS,458.0
8548,0.135419,POINT (116.64458333332618 6.711250000172072),116.64458333332618,6.711250000172072,MY,Malaysia,MYS,458.0
8549,1.57835,POINT (117.49291666665931 6.713750000172126),117.49291666665931,6.713750000172126,MY,Malaysia,MYS,458.0
8550,27.3554,POINT (122.09291666665945 6.715416666838848),122.09291666665945,6.715416666838848,PH,Philippines (the),PHL,608.0
8551,1.93227,POINT (121.98208333332582 6.7179166668387325),121.98208333332582,6.7179166668387325,PH,Philippines (the),PHL,608.0
8552,6.67753,POINT (122.11208333332604 6.719583333505682),122.11208333332604,6.719583333505682,PH,Philippines (the),PHL,608.0
8553,215.293,POINT (125.3729166666592 6.720416666838844),125.3729166666592,6.720416666838844,PH,Philippines (the),PHL,608.0
8554,0.538769,POINT (126.24541666665891 6.722083333505736),126.24541666665891,6.722083333505736,PH,Philippines (the),PHL,608.0
8555,0.287583,POINT (116.81666666665944 6.732083329943919),116.81666666665944,6.732083329943919,MY,Malaysia,MYS,458.0
8556,302.255,POINT (125.37791666665908 6.73375000017262),125.37791666665908,6.73375000017262,PH,Philippines (the),PHL,608.0
8557,9.69551,POINT (117.27458333332618 6.736250000172504),117.27458333332618,6.736250000172504,MY,Malaysia,MYS,458.0
8558,2.39589,POINT (116.64458333332618 6.738750000172786),116.64458333332618,6.738750000172786,MY,Malaysia,MYS,458.0
8559,7.30532,POINT (126.09624999999244 6.74125000017267),126.09624999999244,6.74125000017267,PH,Philippines (the),PHL,608.0
8560,12.2566,POINT (122.01166666674715 6.744166669976153),122.01166666674715,6.744166669976153,PH,Philippines (the),PHL,608.0
8561,46.9719,POINT (122.04177227372656 6.744547513119983),122.04177227372656,6.744547513119983,PH,Philippines (the),PHL,608.0
8562,123.878,POINT (124.03874999999255 6.747083333506225),124.03874999999255,6.747083333506225,PH,Philippines (the),PHL,608.0
8563,4.60642,POINT (117.45624999999268 6.748750000172947),117.45624999999268,6.748750000172947,MY,Malaysia,MYS,458.0
8564,0.14607,POINT (117.25708333332614 6.74958333350628),117.25708333332614,6.74958333350628,MY,Malaysia,MYS,458.0
8565,34.4338,POINT (116.99208333332604 6.757083333506387),116.99208333332604,6.757083333506387,MY,Malaysia,MYS,458.0
8566,0.306102,POINT (117.2487499999927 6.757500000702919),117.2487499999927,6.757500000702919,MY,Malaysia,MYS,458.0
8567,6.60982,POINT (126.07624999999268 6.762916666839885),126.07624999999268,6.762916666839885,PH,Philippines (the),PHL,608.0
8568,1.75205,POINT (116.63624999999274 6.763750000173275),116.63624999999274,6.763750000173275,MY,Malaysia,MYS,458.0
8569,0.23095,POINT (126.24791666665897 6.770416666840163),126.24791666665897,6.770416666840163,PH,Philippines (the),PHL,608.0
8570,0.716349,POINT (124.0354166666591 6.772083333506714),124.0354166666591,6.772083333506714,PH,Philippines (the),PHL,608.0
8571,1.97085,POINT (125.38374999999223 6.772916666840047),125.38374999999223,6.772916666840047,PH,Philippines (the),PHL,608.0
8572,3.91926,POINT (125.39124999999228 6.786250000173823),125.39124999999228,6.786250000173823,PH,Philippines (the),PHL,608.0
8573,2.34062,POINT (124.02291666665917 6.787916666840374),124.02291666665917,6.787916666840374,PH,Philippines (the),PHL,608.0
8574,18.9325,POINT (116.85291666665955 6.788333334039237),116.85291666665955,6.788333334039237,MY,Malaysia,MYS,458.0
8575,0.116102,POINT (158.24124999999106 6.789583333507267),158.24124999999106,6.789583333507267,FM,Micronesia (Federated States of),FSM,583.0
8576,2.08069,POINT (124.00541666665947 6.795416666840595),124.00541666665947,6.795416666840595,PH,Philippines (the),PHL,608.0
8577,0.490613,POINT (126.23041666665927 6.796250000174155),126.23041666665927,6.796250000174155,PH,Philippines (the),PHL,608.0
8578,2.06706,POINT (125.38291666665907 6.805416666840927),125.38291666665907,6.805416666840927,PH,Philippines (the),PHL,608.0
8579,0.125747,POINT (158.2991666666577 6.805416663280084),158.2991666666577,6.805416663280084,FM,Micronesia (Federated States of),FSM,583.0
8580,3.00274,POINT (125.38958333332573 6.810416666840922),125.38958333332573,6.810416666840922,PH,Philippines (the),PHL,608.0
8581,0.161087,POINT (123.962916666659 6.812083333507815),123.962916666659,6.812083333507815,PH,Philippines (the),PHL,608.0
8582,0.378907,POINT (126.08541666665906 6.812916666841204),126.08541666665906,6.812916666841204,PH,Philippines (the),PHL,608.0
8583,1.56006,POINT (117.21874999999261 6.8179166668411995),117.21874999999261,6.8179166668411995,MY,Malaysia,MYS,458.0
8584,5.4079,POINT (116.66958333332616 6.820416666841254),116.66958333332616,6.820416666841254,MY,Malaysia,MYS,458.0
8585,0.617029,POINT (117.217500000575 6.820000001533515),117.217500000575,6.820000001533515,MY,Malaysia,MYS,458.0
8586,24.5074,POINT (126.0841666672411 6.820000001533515),126.0841666672411,6.820000001533515,PH,Philippines (the),PHL,608.0
8587,0.113775,POINT (116.85124999999277 6.824583333508087),116.85124999999277,6.824583333508087,MY,Malaysia,MYS,458.0
8588,0.310504,POINT (158.31708333332426 6.827083333508142),158.31708333332426,6.827083333508142,FM,Micronesia (Federated States of),FSM,583.0
8589,36.7263,POINT (125.41124999999226 6.831250000174805),125.41124999999226,6.831250000174805,PH,Philippines (the),PHL,608.0
8590,0.588316,POINT (117.0620833333262 6.837916666841693),117.0620833333262,6.837916666841693,MY,Malaysia,MYS,458.0
8591,10.9335,POINT (117.06666666665956 6.842083329948139),117.06666666665956,6.842083329948139,MY,Malaysia,MYS,458.0
8592,2.75906,POINT (117.22999999999274 6.842916663281471),117.22999999999274,6.842916663281471,MY,Malaysia,MYS,458.0
8593,78.4051,POINT (126.0795833333259 6.847083333508465),126.0795833333259,6.847083333508465,PH,Philippines (the),PHL,608.0
8594,0.114304,POINT (117.23166666607904 6.8475000015358205),117.23166666607904,6.8475000015358205,MY,Malaysia,MYS,458.0
8595,0.550472,POINT (158.30291666665767 6.850416666842079),158.30291666665767,6.850416666842079,FM,Micronesia (Federated States of),FSM,583.0
8596,0.136663,POINT (116.80458333332638 6.852083333508631),116.80458333332638,6.852083333508631,MY,Malaysia,MYS,458.0
8597,3.59662,POINT (116.79749999999285 6.852916663281803),116.79749999999285,6.852916663281803,MY,Malaysia,MYS,458.0
8598,0.180152,POINT (117.05624999999304 6.855416666842245),117.05624999999304,6.855416666842245,MY,Malaysia,MYS,458.0
8599,0.386694,POINT (116.64291666665952 6.858750000175519),116.64291666665952,6.858750000175519,MY,Malaysia,MYS,458.0
8600,0.190266,POINT (123.97624999999277 6.865416666842407),123.97624999999277,6.865416666842407,PH,Philippines (the),PHL,608.0
8601,2.02204,POINT (126.33458333332601 6.867083333509129),126.33458333332601,6.867083333509129,PH,Philippines (the),PHL,608.0
8602,0.671558,POINT (123.97541666665904 6.867916666842518),123.97541666665904,6.867916666842518,PH,Philippines (the),PHL,608.0
8603,120.207,POINT (126.04958333332581 6.867916666842518),126.04958333332581,6.867916666842518,PH,Philippines (the),PHL,608.0
8604,0.14844,POINT (158.1562499999909 6.869583333509013),158.1562499999909,6.869583333509013,FM,Micronesia (Federated States of),FSM,583.0
8605,2.40036,POINT (116.66374999999277 6.871250000175735),116.66374999999277,6.871250000175735,MY,Malaysia,MYS,458.0
8606,0.187982,POINT (117.05749999999273 6.876249996616309),117.05749999999273,6.876249996616309,MY,Malaysia,MYS,458.0
8607,0.775649,POINT (126.02458333332572 6.876250000175901),126.02458333332572,6.876250000175901,PH,Philippines (the),PHL,608.0
8608,0.970454,POINT (116.67791666665937 6.882083333509456),116.67791666665937,6.882083333509456,MY,Malaysia,MYS,458.0
8609,1.19972,POINT (116.7862499999926 6.882916666842789),116.7862499999926,6.882916666842789,MY,Malaysia,MYS,458.0
8610,2.47753,POINT (125.45624999999245 6.88541666684273),125.45624999999245,6.88541666684273,PH,Philippines (the),PHL,608.0
8611,1.44272,POINT (126.31374999999252 6.88541666684273),126.31374999999252,6.88541666684273,PH,Philippines (the),PHL,608.0
8612,0.116436,POINT (117.0470833333261 6.887083333509622),117.0470833333261,6.887083333509622,MY,Malaysia,MYS,458.0
8613,20.3045,POINT (116.82708333332607 6.890416666842896),116.82708333332607,6.890416666842896,MY,Malaysia,MYS,458.0
8614,0.12631,POINT (158.15041666665752 6.890416666842896),158.15041666665752,6.890416666842896,FM,Micronesia (Federated States of),FSM,583.0
8615,1.52233,POINT (158.32999999999117 6.893749996617032),158.32999999999117,6.893749996617032,FM,Micronesia (Federated States of),FSM,583.0
8616,1.41406,POINT (117.25791666665953 6.894583333509672),117.25791666665953,6.894583333509672,MY,Malaysia,MYS,458.0
8617,0.25015,POINT (134.14124999999194 6.896250000176394),134.14124999999194,6.896250000176394,PW,Palau,PLW,585.0
8618,414.582,POINT (122.08374999999262 6.899583333509668),122.08374999999262,6.899583333509668,PH,Philippines (the),PHL,608.0
8619,22.846,POINT (125.9970833333258 6.90125000017656),125.9970833333258,6.90125000017656,PH,Philippines (the),PHL,608.0
8620,3.86571,POINT (126.15708333332577 6.90125000017656),126.15708333332577,6.90125000017656,PH,Philippines (the),PHL,608.0
8621,9.07558,POINT (125.46958333332555 6.902916666843282),125.46958333332555,6.902916666843282,PH,Philippines (the),PHL,608.0
8622,0.245147,POINT (125.68958333332557 6.906250000176556),125.68958333332557,6.906250000176556,PH,Philippines (the),PHL,608.0
8623,6.51377,POINT (126.16041666665888 6.907916666843448),126.16041666665888,6.907916666843448,PH,Philippines (the),PHL,608.0
8624,321.251,POINT (122.05624999999259 6.911250000176722),122.05624999999259,6.911250000176722,PH,Philippines (the),PHL,608.0
8625,61.4058,POINT (125.48208333332559 6.912916666843444),125.48208333332559,6.912916666843444,PH,Philippines (the),PHL,608.0
8626,2.5178,POINT (116.69708333332596 6.914583333510336),116.69708333332596,6.914583333510336,MY,Malaysia,MYS,458.0
8627,4.46928,POINT (126.26708333332556 6.9154166668433845),126.26708333332556,6.9154166668433845,PH,Philippines (the),PHL,608.0
8628,0.179929,POINT (158.30041666665807 6.9170833335101065),158.30041666665807,6.9170833335101065,FM,Micronesia (Federated States of),FSM,583.0
8629,3.71515,POINT (123.96624999999256 6.921250000176883),123.96624999999256,6.921250000176883,PH,Philippines (the),PHL,608.0
8630,0.335771,POINT (158.11208333332434 6.921250000176883),158.11208333332434,6.921250000176883,FM,Micronesia (Federated States of),FSM,583.0
8631,0.165008,POINT (117.25041666665959 6.923333334052074),117.25041666665959,6.923333334052074,MY,Malaysia,MYS,458.0
8632,10.2459,POINT (116.84041666665951 6.925416666843887),116.84041666665951,6.925416666843887,MY,Malaysia,MYS,458.0
8633,0.169374,POINT (158.2870833333243 6.926250000177049),158.2870833333243,6.926250000177049,FM,Micronesia (Federated States of),FSM,583.0
8634,73.7946,POINT (125.97958333332565 6.927916666843771),125.97958333332565,6.927916666843771,PH,Philippines (the),PHL,608.0
8635,641.62,POINT (122.15416666665931 6.929583329951754),122.15416666665931,6.929583329951754,PH,Philippines (the),PHL,608.0
8636,12.8427,POINT (116.70624999999302 6.9304166668438825),116.70624999999302,6.9304166668438825,MY,Malaysia,MYS,458.0
8637,7.29162,POINT (122.0029166666593 6.9337500001773265),122.0029166666593,6.9337500001773265,PH,Philippines (the),PHL,608.0
8638,2.57623,POINT (126.1854166666592 6.9337500001773265),126.1854166666592,6.9337500001773265,PH,Philippines (the),PHL,608.0
8639,0.114787,POINT (117.06458333332648 6.934583333510659),117.06458333332648,6.934583333510659,MY,Malaysia,MYS,458.0
8640,1.96973,POINT (117.07291666665924 6.936250000177381),117.07291666665924,6.936250000177381,MY,Malaysia,MYS,458.0
8641,0.862875,POINT (125.78833333275031 6.935833334876747),125.78833333275031,6.935833334876747,PH,Philippines (the),PHL,608.0
8642,1.25238,POINT (116.83708333332618 6.9370833335107704),116.83708333332618,6.9370833335107704,MY,Malaysia,MYS,458.0
8643,0.100087,POINT (123.97041666665916 6.9379166668439325),123.97041666665916,6.9379166668439325,PH,Philippines (the),PHL,608.0
8644,27.8906,POINT (126.23291666665898 6.938750000177265),126.23291666665898,6.938750000177265,PH,Philippines (the),PHL,608.0
8645,14.2114,POINT (126.22541666665893 6.943750000177431),126.22541666665893,6.943750000177431,PH,Philippines (the),PHL,608.0
8646,0.258441,POINT (122.17416666608426 6.944166668210698),122.17416666608426,6.944166668210698,PH,Philippines (the),PHL,608.0
8647,1.57897,POINT (126.19083333332571 6.944583329952252),126.19083333332571,6.944583329952252,PH,Philippines (the),PHL,608.0
8648,19.8281,POINT (122.17666666665934 6.945416663285755),122.17666666665934,6.945416663285755,PH,Philippines (the),PHL,608.0
8649,5.45013,POINT (121.98208333332593 6.948750000177597),121.98208333332593,6.948750000177597,PH,Philippines (the),PHL,608.0
8650,30.3772,POINT (126.30874999999219 6.9495833335109864),126.30874999999219,6.9495833335109864,PH,Philippines (the),PHL,608.0
8651,1.60966,POINT (158.17874999999094 6.9495833335109864),158.17874999999094,6.9495833335109864,FM,Micronesia (Federated States of),FSM,583.0
8652,0.209086,POINT (117.08374999999273 6.950416666844319),117.08374999999273,6.950416666844319,MY,Malaysia,MYS,458.0
8653,154.125,POINT (126.21708333332572 6.950833334054607),126.21708333332572,6.950833334054607,PH,Philippines (the),PHL,608.0
8654,50.5086,POINT (121.96708333332583 6.95291666684443),121.96708333332583,6.95291666684443,PH,Philippines (the),PHL,608.0
8655,12.7371,POINT (126.20458333332601 6.95291666684443),126.20458333332601,6.95291666684443,PH,Philippines (the),PHL,608.0
8656,0.580951,POINT (117.1970833333263 6.957083333511207),117.1970833333263,6.957083333511207,MY,Malaysia,MYS,458.0
8657,29.9641,POINT (125.48458333332565 6.957916666844596),125.48458333332565,6.957916666844596,PH,Philippines (the),PHL,608.0
8658,1.74749,POINT (158.19708333332437 6.9587500001777585),158.19708333332437,6.9587500001777585,FM,Micronesia (Federated States of),FSM,583.0
8659,0.121594,POINT (123.97124999999255 6.959166667388729),123.97124999999255,6.959166667388729,PH,Philippines (the),PHL,608.0
8660,1.68332,POINT (116.72374999999283 6.9637500001779244),116.72374999999283,6.9637500001779244,MY,Malaysia,MYS,458.0
8661,4.64318,POINT (158.2183333333245 6.96458332747045),158.2183333333245,6.96458332747045,FM,Micronesia (Federated States of),FSM,583.0
8662,0.207068,POINT (158.26316481920264 6.963390456210163),158.26316481920264,6.963390456210163,FM,Micronesia (Federated States of),FSM,583.0
8663,0.120036,POINT (116.72416666665936 6.966249996619979),116.72416666665936,6.966249996619979,MY,Malaysia,MYS,458.0
8664,20.1738,POINT (125.48458333332565 6.96875000017809),125.48458333332565,6.96875000017809,PH,Philippines (the),PHL,608.0
8665,1.30611,POINT (125.78624999999226 6.970416666844812),125.78624999999226,6.970416666844812,PH,Philippines (the),PHL,608.0
8666,6.76212,POINT (121.93458333332615 6.972083333511534),121.93458333332615,6.972083333511534,PH,Philippines (the),PHL,608.0
8667,10.3008,POINT (126.31374999999252 6.972083333511534),126.31374999999252,6.972083333511534,PH,Philippines (the),PHL,608.0
8668,12.7744,POINT (125.48499999941919 6.974166668213286),125.48499999941919,6.974166668213286,PH,Philippines (the),PHL,608.0
8669,47.5639,POINT (122.18416666608618 6.9750000015466185),122.18416666608618,6.9750000015466185,PH,Philippines (the),PHL,608.0
8670,0.565315,POINT (117.18624999999292 6.9770833335117),117.18624999999292,6.9770833335117,MY,Malaysia,MYS,458.0
8671,2.03824,POINT (116.80041666665943 6.97791666684509),116.80041666665943,6.97791666684509,MY,Malaysia,MYS,458.0
8672,0.739939,POINT (118.46874999999272 6.980416661701895),118.46874999999272,6.980416661701895,PH,Philippines (the),PHL,608.0
8673,11.5079,POINT (125.48624999999276 6.980000000723976),125.48624999999276,6.980000000723976,PH,Philippines (the),PHL,608.0
8674,58.2134,POINT (125.98541666665915 6.98541666684514),125.98541666665915,6.98541666684514,PH,Philippines (the),PHL,608.0
8675,0.15638,POINT (118.44458333332591 6.985833334057872),118.44458333332591,6.985833334057872,PH,Philippines (the),PHL,608.0
8676,1.05327,POINT (117.13124999999286 6.988333334058325),117.13124999999286,6.988333334058325,MY,Malaysia,MYS,458.0
8677,9.18064,POINT (125.49291666665908 6.988750000178584),125.49291666665908,6.988750000178584,PH,Philippines (the),PHL,608.0
8678,0.224403,POINT (125.78499999942039 6.990833334881188),125.78499999942039,6.990833334881188,PH,Philippines (the),PHL,608.0
8679,1.20706,POINT (117.17041666665943 6.992083333512028),117.17041666665943,6.992083333512028,MY,Malaysia,MYS,458.0
8680,0.332712,POINT (123.99124999999253 6.994583333512139),123.99124999999253,6.994583333512139,PH,Philippines (the),PHL,608.0
8681,10.9861,POINT (126.32791666665935 6.995416666845472),126.32791666665935,6.995416666845472,PH,Philippines (the),PHL,608.0
8682,0.265111,POINT (118.51708333332601 6.998750000178916),118.51708333332601,6.998750000178916,PH,Philippines (the),PHL,608.0
8683,7.53799,POINT (121.92124999999237 6.999583333512305),121.92124999999237,6.999583333512305,PH,Philippines (the),PHL,608.0
8684,9.93091,POINT (118.5170833333259 7.000416666845638),118.5170833333259,7.000416666845638,PH,Philippines (the),PHL,608.0
8685,3.75279,POINT (126.33208333332573 7.001250000179027),126.33208333332573,7.001250000179027,PH,Philippines (the),PHL,608.0
8686,2.09107,POINT (118.42958333332615 7.002083333512189),118.42958333332615,7.002083333512189,PH,Philippines (the),PHL,608.0
8687,0.119764,POINT (116.78499999999292 7.002916663288204),116.78499999999292,7.002916663288204,MY,Malaysia,MYS,458.0
8688,0.754566,POINT (125.78124999999227 7.005416666845633),125.78124999999227,7.005416666845633,PH,Philippines (the),PHL,608.0
8689,0.539081,POINT (126.34958333332565 7.005000000726454),126.34958333332565,7.005000000726454,PH,Philippines (the),PHL,608.0
8690,542.028,POINT (125.50708333332568 7.007083333512355),125.50708333332568,7.007083333512355,PH,Philippines (the),PHL,608.0
8691,61.1368,POINT (125.50791666665896 7.008750000179077),125.50791666665896,7.008750000179077,PH,Philippines (the),PHL,608.0
8692,25.283,POINT (125.98958333332575 7.012916666845683),125.98958333332575,7.012916666845683,PH,Philippines (the),PHL,608.0
8693,17.381,POINT (126.44624999999246 7.020416666846131),126.44624999999246,7.020416666846131,PH,Philippines (the),PHL,608.0
8694,33.114,POINT (125.521666666089 7.025833334884339),125.521666666089,7.025833334884339,PH,Philippines (the),PHL,608.0
8695,8.374,POINT (125.77624999999261 7.026250000179459),125.77624999999261,7.026250000179459,PH,Philippines (the),PHL,608.0
8696,23.2453,POINT (122.2054166666594 7.027083333512849),122.2054166666594,7.027083333512849,PH,Philippines (the),PHL,608.0
8697,1.00255,POINT (118.43874999999275 7.028750000179571),118.43874999999275,7.028750000179571,PH,Philippines (the),PHL,608.0
8698,2.13921,POINT (118.47791666665944 7.031666667395768),118.47791666665944,7.031666667395768,PH,Philippines (the),PHL,608.0
8699,225.508,POINT (125.5354166666591 7.039583333513065),125.5354166666591,7.039583333513065,PH,Philippines (the),PHL,608.0
8700,1.45245,POINT (122.20624999999245 7.040416666846454),122.20624999999245,7.040416666846454,PH,Philippines (the),PHL,608.0
8701,22.1832,POINT (124.00208333332569 7.040416666846454),124.00208333332569,7.040416666846454,PH,Philippines (the),PHL,608.0
8702,716.261,POINT (125.57291666665913 7.040416666846454),125.57291666665913,7.040416666846454,PH,Philippines (the),PHL,608.0
8703,397.462,POINT (125.54166666665901 7.043749996623092),125.54166666665901,7.043749996623092,PH,Philippines (the),PHL,608.0
8704,693.373,POINT (125.55208333332564 7.047083333513342),125.55208333332564,7.047083333513342,PH,Philippines (the),PHL,608.0
8705,5.99034,POINT (126.45124999999234 7.052083333513508),126.45124999999234,7.052083333513508,PH,Philippines (the),PHL,608.0
8706,1776.4,POINT (125.61208333332581 7.0570833335135035),125.61208333332581,7.0570833335135035,PH,Philippines (the),PHL,608.0
8707,1.25689,POINT (126.45124999999234 7.0570833335135035),126.45124999999234,7.0570833335135035,PH,Philippines (the),PHL,608.0
8708,16.7252,POINT (125.71416666722689 7.064166668220878),125.71416666722689,7.064166668220878,PH,Philippines (the),PHL,608.0
8709,1.00351,POINT (124.0179166666594 7.0650000007323115),124.0179166666594,7.0650000007323115,PH,Philippines (the),PHL,608.0
8710,3.18649,POINT (121.902083333326 7.068750000180557),121.902083333326,7.068750000180557,PH,Philippines (the),PHL,608.0
8711,0.826557,POINT (125.95374999999228 7.068750000180557),125.95374999999228,7.068750000180557,PH,Philippines (the),PHL,608.0
8712,6.50563,POINT (122.20541666665906 7.06958333351389),122.20541666665906,7.06958333351389,PH,Philippines (the),PHL,608.0
8713,0.434654,POINT (124.02041666665912 7.06958333351389),124.02041666665912,7.06958333351389,PH,Philippines (the),PHL,608.0
8714,5.49948,POINT (122.2054166666594 7.0712500001804415),122.2054166666594,7.0712500001804415,PH,Philippines (the),PHL,608.0
8715,65.1275,POINT (125.70374999999251 7.076250000180778),125.70374999999251,7.076250000180778,PH,Philippines (the),PHL,608.0
8716,0.9141,POINT (125.69708333332585 7.077083333513997),125.69708333332585,7.077083333513997,PH,Philippines (the),PHL,608.0
8717,24.2435,POINT (125.94208333332563 7.077083333513997),125.94208333332563,7.077083333513997,PH,Philippines (the),PHL,608.0
8718,1169.49,POINT (125.6270833333258 7.080416666847611),125.6270833333258,7.080416666847611,PH,Philippines (the),PHL,608.0
8719,8.94832,POINT (125.93624999999224 7.083750000180885),125.93624999999224,7.083750000180885,PH,Philippines (the),PHL,608.0
8720,1.73141,POINT (126.46624999999221 7.083750000180885),126.46624999999221,7.083750000180885,PH,Philippines (the),PHL,608.0
8721,20.7561,POINT (126.46958333332555 7.090416666847773),126.46958333332555,7.090416666847773,PH,Philippines (the),PHL,608.0
8722,95.4069,POINT (122.2370833333257 7.0920833335142675),122.2370833333257,7.0920833335142675,PH,Philippines (the),PHL,608.0
8723,42.7382,POINT (125.91041666665899 7.092916666847657),125.91041666665899,7.092916666847657,PH,Philippines (the),PHL,608.0
8724,2.13017,POINT (121.902083333326 7.097083333514433),121.902083333326,7.097083333514433,PH,Philippines (the),PHL,608.0
8725,275.952,POINT (124.03791666665916 7.104583333514711),124.03791666665916,7.104583333514711,PH,Philippines (the),PHL,608.0
8726,265.998,POINT (125.65708333332555 7.11291666684815),125.65708333332555,7.11291666684815,PH,Philippines (the),PHL,608.0
8727,7.8653,POINT (126.4862499999922 7.116250000181594),126.4862499999922,7.116250000181594,PH,Philippines (the),PHL,608.0
8728,7.04918,POINT (122.25291666665908 7.117083333514927),122.25291666665908,7.117083333514927,PH,Philippines (the),PHL,608.0
8729,1.34967,POINT (126.49291666665897 7.118750000181649),126.49291666665897,7.118750000181649,PH,Philippines (the),PHL,608.0
8730,29.3119,POINT (125.88624999999251 7.124583333515204),125.88624999999251,7.124583333515204,PH,Philippines (the),PHL,608.0
8731,0.191997,POINT (124.05708333332586 7.132500000738503),124.05708333332586,7.132500000738503,PH,Philippines (the),PHL,608.0
8732,33.2816,POINT (125.6862499999927 7.132916666848814),125.6862499999927,7.132916666848814,PH,Philippines (the),PHL,608.0
8733,34.0449,POINT (125.88749999999243 7.138749996627666),125.88749999999243,7.138749996627666,PH,Philippines (the),PHL,608.0
8734,0.64092,POINT (124.0637499999923 7.139583333515532),124.0637499999923,7.139583333515532,PH,Philippines (the),PHL,608.0
8735,10.6978,POINT (125.68708333332563 7.142083333515586),125.68708333332563,7.142083333515586,PH,Philippines (the),PHL,608.0
8736,1.1912,POINT (126.51958333332573 7.146250000182249),126.51958333332573,7.146250000182249,PH,Philippines (the),PHL,608.0
8737,3.15719,POINT (121.90291666665917 7.147916666849142),121.90291666665917,7.147916666849142,PH,Philippines (the),PHL,608.0
8738,0.292596,POINT (124.09458333332577 7.147916666848971),124.09458333332577,7.147916666848971,PH,Philippines (the),PHL,608.0
8739,1.13592,POINT (124.10374999999237 7.147916666849142),124.10374999999237,7.147916666849142,PH,Philippines (the),PHL,608.0
